transaction_id,branch_id,transaction_date,customer_id,product_id,quantity,unit_price,discount,revenue
TXN0003937,BR001,2026-08-08,CUST00040,PROD0176,9,491.95,39.84,4387.71
TXN0003938,BR004,2026-08-12,CUST02507,PROD0172,13,1150.33,2.68,14951.61
TXN0003939,BR009,2026-03-02,CUST01964,PROD0137,13,1206.0,41.01,15636.99
TXN0003940,BR001,2026-04-10,CUST02051,PROD0483,15,567.29,89.02,8420.33
TXN0003941,BR008,2026-06-08,CUST01094,PROD0228,6,438.24,78.12,2551.32
TXN0003942,BR010,2026-01-02,CUST01860,PROD0087,13,1038.59,88.59,13413.08
TXN0003943,BR001,2026-08-08,CUST02432,PROD0149,8,21.53,43.06,129.18
TXN0003944,BR007,2026-01-11,CUST00924,PROD0312,11,219.57,63.89,2351.38
TXN0003945,BR008,2026-06-24,CUST00851,PROD0399,1,425.55,61.12,364.43
TXN0003946,BR009,2026-04-02,CUST00522,PROD0362,3,1329.89,10.2,3979.47
TXN0003947,BR003,2026-01-08,CUST01326,PROD0345,4,1499.42,13.18,5984.5
TXN0003948,BR010,2026-08-27,CUST00232,PROD0182,12,61.33,75.32,660.64
TXN0003949,BR010,2026-04-15,CUST01027,PROD0173,9,312.26,32.98,2777.36
TXN0003950,BR006,2026-06-13,CUST00851,PROD0476,2,1159.52,37.11,2281.93
TXN0003951,BR005,2026-07-30,CUST00453,PROD0121,10,589.14,92.19,5799.21
TXN0003952,BR008,2026-08-11,CUST02548,PROD0359,6,1149.44,28.34,6868.3
TXN0003953,BR003,2026-08-30,CUST02597,PROD0272,1,124.59,31.15,93.44
TXN0003954,BR010,2026-06-03,CUST01567,PROD0151,2,1353.31,24.39,2682.23
TXN0003955,BR006,2026-08-08,CUST00783,PROD0045,9,491.15,65.34,4355.01
TXN0003956,BR007,2026-05-09,CUST01806,PROD0047,11,535.42,99.4,5790.22
TXN0003957,BR008,2026-05-10,CUST02470,PROD0206,5,1205.38,18.56,6008.34
TXN0003958,BR007,2026-06-14,CUST00418,PROD0087,2,722.23,28.04,1416.42
TXN0003959,BR006,2026-06-15,CUST00913,PROD0127,14,279.07,34.91,3872.07
TXN0003960,BR008,2026-03-21,CUST01499,PROD0382,3,245.28,81.33,654.51
TXN0003961,BR009,2026-06-02,CUST02707,PROD0093,4,519.36,67.67,2009.77
TXN0003962,BR009,2026-08-14,CUST01053,PROD0424,3,327.03,16.01,965.08
TXN0003963,BR009,2026-05-21,CUST01625,PROD0291,11,197.37,15.33,2155.74
TXN0003964,BR006,2026-08-21,CUST00420,PROD0473,12,474.35,86.16,5606.04
TXN0003965,BR009,2026-03-02,CUST01373,PROD0293,13,497.2,7.01,6456.59
TXN0003966,BR007,2026-02-16,CUST00531,PROD0364,7,462.85,3.83,3236.12
TXN0003967,BR005,2026-03-14,CUST02612,PROD0294,7,1264.05,1.96,8846.39
TXN0003968,BR003,2026-05-26,CUST02370,PROD0353,4,342.47,92.42,1277.46
TXN0003969,BR005,2026-05-02,CUST00826,PROD0258,12,1066.85,3.02,12799.18
TXN0003970,BR006,2026-04-02,CUST00989,PROD0123,15,1171.38,59.85,17510.85
TXN0003971,BR003,2026-07-10,CUST01279,PROD0168,9,59.11,25.3,506.69
TXN0003972,BR005,2026-01-28,CUST02842,PROD0055,14,234.45,57.75,3224.55
TXN0003973,BR007,2026-03-20,CUST00854,PROD0275,11,1427.56,34.98,15668.18
TXN0003974,BR003,2026-05-26,CUST00134,PROD0055,5,382.54,98.54,1814.16
TXN0003975,BR006,2026-08-22,CUST00887,PROD0457,3,1240.72,3.85,3718.31
TXN0003976,BR006,2026-02-18,CUST02062,PROD0308,9,60.29,29.41,513.2
TXN0003977,BR004,2026-01-23,CUST00851,PROD0274,6,268.43,5.14,1605.44
TXN0003978,BR002,2026-08-30,CUST00639,PROD0305,13,604.31,72.77,7783.26
TXN0003979,BR009,2026-06-15,CUST02747,PROD0116,12,385.57,52.23,4574.61
TXN0003980,BR006,2026-07-22,CUST02876,PROD0298,12,268.6,43.73,3179.47
TXN0003981,BR005,2026-08-05,CUST02792,PROD0361,8,110.37,0.31,882.65
TXN0003982,BR010,2026-05-15,CUST00007,PROD0289,15,1075.07,82.5,16043.55
TXN0003983,BR005,2026-06-16,CUST01699,PROD0079,12,26.51,58.28,259.84
TXN0003984,BR007,2026-06-24,CUST01689,PROD0243,6,1295.13,91.55,7679.23
TXN0003985,BR007,2026-03-16,CUST01674,PROD0212,6,1188.84,56.55,7076.49
TXN0003986,BR002,2026-01-12,CUST02969,PROD0155,14,623.67,74.78,8656.6
TXN0003987,BR003,2026-03-13,CUST02042,PROD0348,7,240.41,29.37,1653.5
TXN0003988,BR006,2026-01-20,CUST01737,PROD0180,6,1089.14,70.38,6464.46
TXN0003989,BR008,2026-05-18,CUST00975,PROD0409,7,720.97,18.24,5028.55
TXN0003990,BR003,2026-06-09,CUST02544,PROD0376,5,819.32,37.94,4058.66
TXN0003991,BR004,2026-05-13,CUST01891,PROD0304,6,1340.14,5.76,8035.08
TXN0003992,BR003,2026-08-03,CUST00298,PROD0438,3,1463.08,31.88,4357.36
TXN0003993,BR001,2026-05-18,CUST01699,PROD0289,5,536.38,44.12,2637.78
TXN0003994,BR003,2026-06-27,CUST01623,PROD0089,14,335.34,21.46,4673.3
TXN0003995,BR004,2026-07-26,CUST00409,PROD0488,15,758.81,55.51,11326.64
TXN0003996,BR007,2026-04-09,CUST01785,PROD0344,4,861.59,15.51,3430.85
TXN0003997,BR005,2026-08-18,CUST00846,PROD0164,9,612.62,51.65,5461.93
TXN0003998,BR002,2026-08-10,CUST01803,PROD0228,4,1256.33,32.87,4992.45
TXN0003999,BR003,2026-07-22,CUST00885,PROD0375,8,487.98,52.16,3851.68
TXN0004000,BR008,2026-06-11,CUST00102,PROD0199,10,1295.95,26.72,12932.78
TXN0004001,BR005,2026-08-21,CUST02502,PROD0143,14,454.2,95.78,6263.02
TXN0004002,BR005,2026-05-30,CUST00461,PROD0230,6,241.58,77.08,1372.4
TXN0004003,BR009,2026-08-12,CUST02464,PROD0156,3,637.46,94.85,1817.53
TXN0004004,BR007,2026-07-24,CUST02818,PROD0246,10,492.72,57.29,4869.91
TXN0004005,BR009,2026-08-18,CUST00928,PROD0460,7,318.29,27.79,2200.24
TXN0004006,BR003,2026-02-07,CUST00676,PROD0488,1,661.66,94.07,567.59
TXN0004007,BR008,2026-01-22,CUST01635,PROD0245,1,1439.55,69.53,1370.02
TXN0004008,BR001,2026-02-27,CUST01440,PROD0298,12,630.41,74.55,7490.37
TXN0004009,BR008,2026-08-03,CUST01807,PROD0428,12,898.38,28.0,10752.56
TXN0004010,BR001,2026-06-02,CUST02363,PROD0186,12,940.36,54.94,11229.38
TXN0004011,BR010,2026-08-11,CUST02772,PROD0238,3,1314.5,73.99,3869.51
TXN0004012,BR005,2026-06-01,CUST00869,PROD0094,1,832.22,38.75,793.47
TXN0004013,BR002,2026-05-05,CUST02390,PROD0306,2,578.86,92.5,1065.22
TXN0004014,BR008,2026-08-11,CUST01214,PROD0297,13,1461.03,57.47,18935.92
TXN0004015,BR001,2026-06-09,CUST02479,PROD0403,12,808.84,55.78,9650.3
TXN0004016,BR009,2026-02-25,CUST01848,PROD0051,3,98.97,74.23,222.68
TXN0004017,BR004,2026-07-24,CUST02839,PROD0228,3,1334.75,8.82,3995.43
TXN0004018,BR005,2026-03-21,CUST01818,PROD0323,2,1464.37,47.54,2881.2
TXN0004019,BR009,2026-03-10,CUST01031,PROD0464,1,1335.36,99.39,1235.97
TXN0004020,BR003,2026-08-03,CUST01740,PROD0370,4,1044.52,52.71,4125.37
TXN0004021,BR009,2026-08-08,CUST02818,PROD0023,6,273.33,20.39,1619.59
TXN0004022,BR002,2026-02-12,CUST02642,PROD0478,9,346.53,28.23,3090.54
TXN0004023,BR002,2026-04-11,CUST02801,PROD0369,14,242.5,44.36,3350.64
TXN0004024,BR008,2026-07-08,CUST02178,PROD0237,14,1474.35,7.15,20633.75
TXN0004025,BR010,2026-07-02,CUST02767,PROD0362,3,168.39,98.19,406.98
TXN0004026,BR006,2026-06-18,CUST01133,PROD0180,7,671.68,1.6,4700.16
TXN0004027,BR005,2026-03-04,CUST02233,PROD0415,2,1405.29,72.41,2738.17
TXN0004028,BR003,2026-08-26,CUST01299,PROD0331,10,398.22,29.17,3953.03
TXN0004029,BR009,2026-04-25,CUST02935,PROD0035,4,1468.11,28.84,5843.6
TXN0004030,BR004,2026-05-21,CUST02246,PROD0365,15,1165.92,43.94,17444.86
TXN0004031,BR004,2026-07-22,CUST00559,PROD0372,7,933.66,6.32,6529.3
TXN0004032,BR002,2026-02-01,CUST02850,PROD0153,9,1421.0,31.58,12757.42
TXN0004033,BR008,2026-07-27,CUST00761,PROD0313,7,817.08,1.6,5717.96
TXN0004034,BR005,2026-05-26,CUST01583,PROD0476,7,1201.72,51.55,8360.49
TXN0004035,BR008,2026-08-05,CUST00746,PROD0497,3,27.58,20.68,62.06
TXN0004036,BR004,2026-01-18,CUST01787,PROD0090,5,526.78,9.03,2624.87
TXN0004037,BR010,2026-07-12,CUST02701,PROD0347,11,168.31,98.68,1752.73
TXN0004038,BR007,2026-04-04,CUST02782,PROD0419,9,673.58,75.43,5986.79
TXN0004039,BR003,2026-08-15,CUST00870,PROD0194,14,593.67,86.63,8224.75
TXN0004040,BR002,2026-07-21,CUST00019,PROD0305,12,385.93,8.22,4622.94
TXN0004041,BR001,2026-06-28,CUST01824,PROD0104,4,216.98,22.69,845.23
TXN0004042,BR006,2026-02-05,CUST01565,PROD0350,11,1102.2,45.43,12078.77
TXN0004043,BR001,2026-08-22,CUST02805,PROD0006,1,1414.57,40.65,1373.92
TXN0004044,BR003,2026-02-12,CUST00332,PROD0406,8,481.84,34.5,3820.22
TXN0004045,BR009,2026-01-03,CUST01335,PROD0479,9,872.35,37.05,7814.1
TXN0004046,BR010,2026-01-16,CUST01618,PROD0036,7,1089.67,73.11,7554.58
TXN0004047,BR009,2026-06-14,CUST02458,PROD0082,15,587.88,24.82,8793.38
TXN0004048,BR006,2026-01-06,CUST02387,PROD0422,3,236.3,36.08,672.82
TXN0004049,BR010,2026-06-17,CUST00660,PROD0237,10,1116.95,52.91,11116.59
TXN0004050,BR001,2026-04-07,CUST01145,PROD0409,13,165.23,75.01,2072.98
TXN0004051,BR002,2026-07-06,CUST01328,PROD0186,13,162.23,73.25,2035.74
TXN0004052,BR007,2026-06-05,CUST02085,PROD0004,5,1104.8,32.28,5491.72
TXN0004053,BR009,2026-03-25,CUST02664,PROD0070,4,57.14,56.13,172.43
TXN0004054,BR007,2026-07-17,CUST01132,PROD0482,6,1264.22,98.19,7487.13
TXN0004055,BR001,2026-04-07,CUST00186,PROD0038,15,1446.9,10.19,21693.31
TXN0004056,BR009,2026-05-26,CUST01460,PROD0228,8,1348.59,38.99,10749.73
TXN0004057,BR001,2026-07-09,CUST02558,PROD0325,14,623.27,56.42,8669.36
TXN0004058,BR009,2026-03-12,CUST01868,PROD0256,7,663.86,71.34,4575.68
TXN0004059,BR005,2026-08-06,CUST01245,PROD0258,14,1346.55,56.1,18795.6
TXN0004060,BR006,2026-06-23,CUST01317,PROD0189,2,1466.48,97.94,2835.02
TXN0004061,BR006,2026-06-24,CUST00730,PROD0344,1,344.39,48.72,295.67
TXN0004062,BR005,2026-03-09,CUST02064,PROD0374,3,722.74,37.38,2130.84
TXN0004063,BR003,2026-01-14,CUST02751,PROD0278,5,580.97,65.52,2839.33
TXN0004064,BR010,2026-06-08,CUST02478,PROD0254,8,838.81,19.07,6691.41
TXN0004065,BR002,2026-03-11,CUST00482,PROD0423,9,1264.23,91.23,11286.84
TXN0004066,BR005,2026-01-15,CUST00605,PROD0429,10,624.71,62.18,6184.92
TXN0004067,BR005,2026-05-21,CUST00487,PROD0341,10,384.5,4.82,3840.18
TXN0004068,BR004,2026-04-21,CUST02162,PROD0083,7,1243.42,33.37,8670.57
TXN0004069,BR007,2026-02-12,CUST02928,PROD0206,14,860.37,23.13,12022.05
TXN0004070,BR002,2026-04-05,CUST01842,PROD0285,15,850.39,17.35,12738.5
TXN0004071,BR010,2026-05-21,CUST01403,PROD0287,2,1050.62,38.53,2062.71
TXN0004072,BR007,2026-03-26,CUST00646,PROD0287,4,1302.52,12.42,5197.66
TXN0004073,BR006,2026-01-18,CUST00745,PROD0070,4,1072.72,54.52,4236.36
TXN0004074,BR006,2026-06-03,CUST00058,PROD0264,2,1106.1,54.07,2158.13
TXN0004075,BR008,2026-04-14,CUST01354,PROD0011,15,573.73,17.79,8588.16
TXN0004076,BR006,2026-02-07,CUST01304,PROD0024,6,1044.93,40.75,6228.83
TXN0004077,BR006,2026-03-12,CUST02500,PROD0254,1,959.8,49.03,910.77
TXN0004078,BR003,2026-04-27,CUST01167,PROD0168,7,1238.28,25.86,8642.1
TXN0004079,BR002,2026-04-24,CUST00936,PROD0305,2,771.1,33.39,1508.81
TXN0004080,BR004,2026-01-01,CUST00669,PROD0151,14,1473.34,31.0,20595.76
TXN0004081,BR010,2026-02-28,CUST02695,PROD0369,10,1014.76,86.19,10061.41
TXN0004082,BR009,2026-04-26,CUST00961,PROD0293,7,1390.77,53.55,9681.84
TXN0004083,BR002,2026-04-16,CUST00687,PROD0361,9,242.59,42.63,2140.68
TXN0004084,BR009,2026-02-24,CUST00353,PROD0128,7,1298.95,41.15,9051.5
TXN0004085,BR009,2026-06-04,CUST02901,PROD0176,5,1201.97,4.41,6005.44
TXN0004086,BR004,2026-06-25,CUST02050,PROD0167,11,471.49,35.72,5150.67
TXN0004087,BR008,2026-06-06,CUST02496,PROD0467,15,133.44,6.37,1995.23
TXN0004088,BR005,2026-04-14,CUST01335,PROD0469,9,293.17,40.62,2597.91
TXN0004089,BR004,2026-05-22,CUST00476,PROD0323,7,99.3,90.78,604.32
TXN0004090,BR008,2026-02-02,CUST00508,PROD0432,8,414.28,58.29,3255.95
TXN0004091,BR009,2026-01-20,CUST01284,PROD0455,10,349.34,91.69,3401.71
TXN0004092,BR008,2026-08-13,CUST02480,PROD0489,6,1176.69,30.29,7029.85
TXN0004093,BR006,2026-01-06,CUST02031,PROD0048,4,291.4,52.1,1113.5
TXN0004094,BR010,2026-06-17,CUST01542,PROD0468,8,169.75,58.13,1299.87
TXN0004095,BR004,2026-06-12,CUST02943,PROD0124,11,217.24,13.25,2376.39
TXN0004096,BR006,2026-05-22,CUST01326,PROD0480,2,189.57,37.39,341.75
TXN0004097,BR010,2026-02-22,CUST01516,PROD0141,1,1268.8,6.1,1262.7
TXN0004098,BR001,2026-03-26,CUST00868,PROD0098,4,60.53,29.26,212.86
TXN0004099,BR003,2026-01-10,CUST01450,PROD0069,4,850.34,22.25,3379.11
TXN0004100,BR005,2026-07-21,CUST00924,PROD0335,10,85.04,59.38,791.02
TXN0004101,BR007,2026-03-18,CUST02198,PROD0102,5,836.07,55.22,4125.13
TXN0004102,BR002,2026-08-18,CUST00570,PROD0172,15,355.98,70.33,5269.37
TXN0004103,BR009,2026-07-18,CUST02531,PROD0169,11,857.52,26.58,9406.14
TXN0004104,BR006,2026-01-04,CUST02064,PROD0331,2,1419.43,70.69,2768.17
TXN0004105,BR010,2026-02-16,CUST01045,PROD0465,12,960.93,43.16,11488.0
TXN0004106,BR005,2026-03-30,CUST00691,PROD0408,12,935.47,89.51,11136.13
TXN0004107,BR002,2026-05-11,CUST01924,PROD0130,5,895.51,64.2,4413.35
TXN0004108,BR001,2026-07-30,CUST00137,PROD0285,13,172.1,70.14,2167.16
TXN0004109,BR001,2026-06-03,CUST01198,PROD0107,4,572.33,49.6,2239.72
TXN0004110,BR009,2026-07-24,CUST01733,PROD0029,2,1468.97,24.0,2913.94
TXN0004111,BR002,2026-03-10,CUST00466,PROD0336,11,663.48,50.49,7247.79
TXN0004112,BR008,2026-07-22,CUST00776,PROD0345,14,286.31,36.98,3971.36
TXN0004113,BR002,2026-02-12,CUST02879,PROD0335,2,106.03,51.38,160.68
TXN0004114,BR009,2026-08-02,CUST01085,PROD0265,2,843.76,3.36,1684.16
TXN0004115,BR009,2026-08-21,CUST02384,PROD0112,8,548.71,48.55,4341.13
TXN0004116,BR009,2026-05-01,CUST00741,PROD0478,13,1346.69,68.49,17438.48
TXN0004117,BR010,2026-01-17,CUST01068,PROD0344,5,885.52,14.22,4413.38
TXN0004118,BR008,2026-04-13,CUST02924,PROD0324,9,1157.89,4.1,10416.91
TXN0004119,BR004,2026-02-09,CUST00473,PROD0089,6,638.39,68.1,3762.24
TXN0004120,BR007,2026-03-26,CUST00307,PROD0465,4,503.52,55.5,1958.58
TXN0004121,BR005,2026-02-05,CUST02638,PROD0328,6,1390.92,9.65,8335.87
TXN0004122,BR010,2026-03-22,CUST01446,PROD0058,7,834.6,4.58,5837.62
TXN0004123,BR001,2026-02-06,CUST00542,PROD0421,2,931.05,64.41,1797.69
TXN0004124,BR003,2026-07-29,CUST00412,PROD0069,3,490.75,45.05,1427.2
TXN0004125,BR004,2026-04-21,CUST02088,PROD0007,11,952.83,93.69,10387.44
TXN0004126,BR009,2026-03-18,CUST01461,PROD0205,11,106.5,55.31,1116.19
TXN0004127,BR004,2026-03-13,CUST00578,PROD0376,8,863.87,95.08,6815.88
TXN0004128,BR007,2026-04-11,CUST02950,PROD0324,13,134.54,61.5,1687.52
TXN0004129,BR009,2026-03-22,CUST00766,PROD0156,1,1216.73,24.6,1192.13
TXN0004130,BR010,2026-04-11,CUST02312,PROD0130,7,546.12,40.07,3782.77
TXN0004131,BR004,2026-04-21,CUST01168,PROD0232,13,939.8,95.36,12122.04
TXN0004132,BR004,2026-01-02,CUST01860,PROD0401,13,192.43,18.77,2482.82
TXN0004133,BR001,2026-04-04,CUST01193,PROD0192,5,374.23,16.95,1854.2
TXN0004134,BR009,2026-07-01,CUST00220,PROD0290,7,1392.29,31.09,9714.94
TXN0004135,BR007,2026-08-16,CUST01825,PROD0299,15,525.38,79.02,7801.68
TXN0004136,BR001,2026-05-07,CUST01051,PROD0035,4,800.67,65.05,3137.63
TXN0004137,BR004,2026-04-22,CUST02189,PROD0034,3,549.22,67.67,1579.99
TXN0004138,BR001,2026-01-31,CUST02523,PROD0168,13,626.2,75.22,8065.38
TXN0004139,BR010,2026-07-21,CUST01965,PROD0128,11,8.15,22.41,67.24
TXN0004140,BR003,2026-07-24,CUST02326,PROD0292,13,484.67,45.98,6254.73
TXN0004141,BR008,2026-05-30,CUST01900,PROD0466,15,1239.49,39.91,18552.44
TXN0004142,BR010,2026-02-22,CUST00733,PROD0366,12,723.25,68.72,8610.28
TXN0004143,BR008,2026-06-08,CUST02630,PROD0063,7,1373.44,66.81,9547.27
TXN0004144,BR001,2026-05-08,CUST00611,PROD0365,1,59.76,14.94,44.82
TXN0004145,BR001,2026-04-19,CUST00689,PROD0497,2,220.8,63.88,377.72
TXN0004146,BR005,2026-05-26,CUST02940,PROD0303,1,550.36,57.94,492.42
TXN0004147,BR001,2026-07-12,CUST01070,PROD0338,6,1224.61,26.91,7320.75
TXN0004148,BR003,2026-02-25,CUST01757,PROD0387,13,1107.29,70.97,14323.8
TXN0004149,BR006,2026-08-11,CUST01634,PROD0371,9,124.22,4.8,1113.18
TXN0004150,BR008,2026-02-21,CUST00596,PROD0026,12,1235.76,33.63,14795.49
TXN0004151,BR010,2026-01-09,CUST01007,PROD0432,14,1363.69,97.77,18993.89
TXN0004152,BR005,2026-07-07,CUST01180,PROD0002,3,866.56,46.21,2553.47
TXN0004153,BR005,2026-07-17,CUST01714,PROD0090,15,1469.46,46.97,21994.93
TXN0004154,BR004,2026-07-27,CUST01888,PROD0108,11,520.42,85.2,5639.42
TXN0004155,BR001,2026-01-09,CUST02548,PROD0380,3,1460.21,71.95,4308.68
TXN0004156,BR008,2026-08-28,CUST00659,PROD0325,9,579.41,23.31,5191.38
TXN0004157,BR009,2026-01-12,CUST00819,PROD0099,3,687.07,59.5,2001.71
TXN0004158,BR004,2026-01-26,CUST00810,PROD0137,4,430.16,81.44,1639.2
TXN0004159,BR006,2026-05-16,CUST00231,PROD0464,8,1297.34,31.03,10347.69
TXN0004160,BR005,2026-05-18,CUST01575,PROD0395,5,1171.91,42.59,5816.96
TXN0004161,BR004,2026-03-02,CUST01960,PROD0198,15,557.73,46.24,8319.71
TXN0004162,BR004,2026-08-01,CUST02465,PROD0013,8,1427.97,8.52,11415.24
TXN0004163,BR002,2026-08-29,CUST01363,PROD0080,14,624.58,49.48,8694.64
TXN0004164,BR007,2026-06-16,CUST00856,PROD0087,15,1264.48,15.59,18951.61
TXN0004165,BR002,2026-07-17,CUST02841,PROD0482,5,279.98,62.7,1337.2
TXN0004166,BR009,2026-01-14,CUST02501,PROD0450,2,792.23,53.64,1530.82
TXN0004167,BR007,2026-08-23,CUST02182,PROD0108,8,820.67,74.89,6490.47
TXN0004168,BR009,2026-06-04,CUST01657,PROD0488,15,460.88,91.46,6821.74
TXN0004169,BR004,2026-07-26,CUST01175,PROD0458,1,1058.5,22.38,1036.12
TXN0004170,BR002,2026-07-29,CUST00342,PROD0107,15,344.08,85.3,5075.9
TXN0004171,BR006,2026-04-09,CUST02211,PROD0394,10,265.65,89.0,2567.5
TXN0004172,BR009,2026-05-23,CUST02829,PROD0435,6,401.6,31.09,2378.51
TXN0004173,BR007,2026-04-21,CUST01762,PROD0472,4,998.27,42.68,3950.4
TXN0004174,BR007,2026-05-24,CUST00949,PROD0036,6,467.57,22.77,2782.65
TXN0004175,BR007,2026-02-04,CUST01601,PROD0346,12,825.0,78.72,9821.28
TXN0004176,BR001,2026-08-29,CUST01922,PROD0210,15,81.23,85.05,1133.4
TXN0004177,BR003,2026-02-13,CUST00979,PROD0384,3,463.85,87.76,1303.79
TXN0004178,BR006,2026-01-04,CUST00052,PROD0492,13,613.08,98.17,7871.87
TXN0004179,BR009,2026-06-18,CUST00667,PROD0118,8,69.03,1.62,550.62
TXN0004180,BR004,2026-04-27,CUST02015,PROD0116,12,1455.84,93.35,17376.73
TXN0004181,BR007,2026-03-18,CUST01838,PROD0454,14,254.2,71.16,3487.64
TXN0004182,BR001,2026-01-04,CUST02123,PROD0480,1,486.31,24.41,461.9
TXN0004183,BR005,2026-07-22,CUST02871,PROD0494,1,592.27,40.43,551.84
TXN0004184,BR009,2026-06-07,CUST02495,PROD0032,13,49.24,41.15,598.97
TXN0004185,BR010,2026-05-09,CUST00608,PROD0296,11,167.21,60.34,1778.97
TXN0004186,BR005,2026-04-27,CUST00965,PROD0024,3,111.75,46.03,289.22
TXN0004187,BR005,2026-04-16,CUST01641,PROD0164,12,1453.47,92.99,17348.65
TXN0004188,BR004,2026-07-05,CUST00457,PROD0048,7,619.02,85.97,4247.17
TXN0004189,BR005,2026-02-06,CUST01351,PROD0133,2,707.12,71.55,1342.69
TXN0004190,BR002,2026-08-03,CUST02646,PROD0006,14,601.38,44.2,8375.12
TXN0004191,BR007,2026-06-18,CUST00930,PROD0217,3,582.69,67.1,1680.97
TXN0004192,BR005,2026-02-02,CUST02622,PROD0267,6,343.78,19.67,2043.01
TXN0004193,BR004,2026-02-01,CUST01472,PROD0457,3,1283.49,81.03,3769.44
TXN0004194,BR008,2026-07-06,CUST00855,PROD0115,5,255.18,44.48,1231.42
TXN0004195,BR006,2026-01-28,CUST02130,PROD0369,13,594.17,47.49,7676.72
TXN0004196,BR007,2026-03-15,CUST02954,PROD0035,6,755.27,84.15,4447.47
TXN0004197,BR010,2026-02-23,CUST01644,PROD0413,15,1228.52,15.9,18411.9
TXN0004198,BR006,2026-07-29,CUST01457,PROD0234,13,871.24,6.31,11319.81
TXN0004199,BR004,2026-02-03,CUST02844,PROD0167,13,845.68,37.41,10956.43
TXN0004200,BR009,2026-08-20,CUST02533,PROD0498,2,1476.02,85.65,2866.39
TXN0004201,BR009,2026-01-30,CUST00916,PROD0081,11,234.62,13.13,2567.69
TXN0004202,BR010,2026-08-03,CUST00851,PROD0417,14,960.23,82.86,13360.36
TXN0004203,BR009,2026-07-10,CUST02373,PROD0115,7,766.77,89.74,5277.65
TXN0004204,BR005,2026-04-17,CUST01416,PROD0260,7,222.61,82.79,1475.48
TXN0004205,BR001,2026-05-13,CUST02403,PROD0107,8,975.85,96.07,7710.73
TXN0004206,BR003,2026-01-07,CUST02925,PROD0224,12,1034.65,94.18,12321.62
TXN0004207,BR008,2026-01-01,CUST00837,PROD0339,4,609.09,18.35,2418.01
TXN0004208,BR006,2026-06-05,CUST01630,PROD0205,12,531.42,28.95,6348.09
TXN0004209,BR003,2026-02-20,CUST00213,PROD0456,2,445.8,18.49,873.11
TXN0004210,BR009,2026-03-29,CUST00101,PROD0006,14,1095.15,2.15,15329.95
TXN0004211,BR005,2026-08-10,CUST02119,PROD0030,13,1307.27,51.93,16942.58
TXN0004212,BR008,2026-06-07,CUST02265,PROD0467,4,242.96,27.57,944.27
TXN0004213,BR003,2026-02-08,CUST00088,PROD0321,2,939.39,15.7,1863.08
TXN0004214,BR002,2026-05-27,CUST00139,PROD0188,12,708.73,0.37,8504.39
TXN0004215,BR003,2026-05-30,CUST01551,PROD0046,2,247.33,12.87,481.79
TXN0004216,BR004,2026-07-15,CUST00366,PROD0469,8,846.54,60.87,6711.45
TXN0004217,BR001,2026-04-22,CUST01944,PROD0273,15,1020.88,36.4,15276.8
TXN0004218,BR007,2026-08-16,CUST00481,PROD0070,7,450.59,71.12,3083.01
TXN0004219,BR009,2026-03-29,CUST02419,PROD0262,6,834.1,53.3,4951.3
TXN0004220,BR006,2026-01-07,CUST00399,PROD0065,6,743.06,39.65,4418.71
TXN0004221,BR007,2026-07-10,CUST01060,PROD0330,2,607.97,2.38,1213.56
TXN0004222,BR008,2026-01-03,CUST00989,PROD0054,4,203.31,9.34,803.9
TXN0004223,BR007,2026-08-01,CUST00168,PROD0023,3,181.47,6.27,538.14
TXN0004224,BR010,2026-07-09,CUST01531,PROD0228,9,345.78,66.66,3045.36
TXN0004225,BR009,2026-06-21,CUST00462,PROD0146,14,647.65,79.55,8987.55
TXN0004226,BR009,2026-06-13,CUST01379,PROD0308,14,642.6,67.96,8928.44
TXN0004227,BR007,2026-01-05,CUST02381,PROD0029,14,520.08,85.16,7195.96
TXN0004228,BR003,2026-03-03,CUST01470,PROD0482,11,1304.63,9.53,14341.4
TXN0004229,BR002,2026-03-22,CUST01168,PROD0459,12,511.05,93.06,6039.54
TXN0004230,BR007,2026-02-14,CUST02333,PROD0160,6,1060.11,83.26,6277.4
TXN0004231,BR006,2026-01-02,CUST02607,PROD0471,1,1116.12,50.36,1065.76
TXN0004232,BR006,2026-06-05,CUST02543,PROD0268,15,1440.81,35.82,21576.33
TXN0004233,BR001,2026-05-20,CUST01459,PROD0168,3,1437.66,75.34,4237.64
TXN0004234,BR007,2026-05-09,CUST02204,PROD0185,4,296.64,7.01,1179.55
TXN0004235,BR010,2026-04-30,CUST02800,PROD0151,4,308.71,89.57,1145.27
TXN0004236,BR009,2026-02-06,CUST01432,PROD0181,1,1466.06,36.24,1429.82
TXN0004237,BR005,2026-03-12,CUST01205,PROD0122,6,355.0,26.85,2103.15
TXN0004238,BR007,2026-05-13,CUST00837,PROD0234,2,1406.02,68.17,2743.87
TXN0004239,BR002,2026-02-02,CUST02539,PROD0145,10,1335.16,0.35,13351.25
TXN0004240,BR006,2026-03-08,CUST00751,PROD0332,13,180.79,46.85,2303.42
TXN0004241,BR009,2026-07-16,CUST02895,PROD0376,3,424.58,65.29,1208.45
TXN0004242,BR009,2026-01-30,CUST00989,PROD0296,5,97.1,18.67,466.83
TXN0004243,BR009,2026-03-27,CUST02732,PROD0337,11,259.2,46.41,2804.79
TXN0004244,BR005,2026-07-30,CUST00678,PROD0476,6,867.46,62.66,5142.1
